year_listed,year_sold,days_on_market,city_frequency,state_frequency,description_year_built,description_stories,description_baths,description_beds,description_garage,description_sqft,central_air,community_outdoor_space,basement,fireplace,hardwood_floors,recreation_facilities,community_security_features,view,central_heat,city_view,fenced_yard
-0.0898505680996329,0.7345682022016621,1.788082954113774,0.7308999118910369,0.4942622661241361,0.28553859728304837,0.667419601175585,0.6910836809129486,0.5899956134565111,-0.964195471947702,0.30176127754185106,1,0,1,1,1,0,0,0,0,0,0
-0.0898505680996329,-1.3613439800452625,0.11967561892484822,0.80618165713513,0.6134187860752883,1.4103139480755849,0.667419601175585,-0.3391471467798179,-0.2184704291626629,-0.964195471947702,-0.7196129241296677,1,0,1,0,0,1,0,0,1,0,0
-0.0898505680996329,-1.3613439800452625,-0.20675190317733289,-3.2339386709645357,-0.10152033363162506,0.5948518187509959,0.667419601175585,-0.3391471467798179,-1.0269364717818368,-0.12078151539232414,-0.3030567084055843,1,0,0,1,0,1,0,0,0,0,0
-0.0898505680996329,0.7345682022016621,-1.0772252954498158,-2.004336831977681,0.9311695059450276,0.538613051211369,0.667419601175585,0.6910836809129486,0.5899956134565111,-0.964195471947702,0.5744162551067057,1,1,0,1,1,0,0,0,0,0,0
-0.0898505680996329,0.7345682022016621,-0.2974262148723832,0.605430336484215,0.8914506659613102,0.48237428367174223,-0.9014859855378404,-0.3391471467798179,-0.2184704291626629,0.7226324411630538,-0.4891545502355644,1,1,0,1,0,1,1,0,1,0,0
-0.0898505680996329,-1.3613439800452625,-0.533179425279514,0.7058059968096725,0.4545434261404187,0.17306106220379472,0.667419601175585,1.721314508605715,3.8238597839332065,-0.964195471947702,-0.25545028375140333,0,0,0,0,0,0,0,0,0,0,0
-0.0898505680996329,-1.3613439800452625,-0.805202360364665,0.7058059968096725,0.4545434261404187,1.354075180535958,-0.9014859855378404,-0.3391471467798179,-0.2184704291626629,-0.964195471947702,-0.42315473423772265,0,1,0,0,0,0,0,0,0,0,0
-0.0898505680996329,0.7345682022016621,-0.47877483826248385,0.5803364214028506,0.6531376260590057,-1.0079530561283685,-0.9014859855378404,-0.3391471467798179,-0.2184704291626629,1.5660463977184318,0.09186022338478048,1,1,1,0,1,0,0,0,0,0,1
-0.0898505680996329,0.7345682022016621,0.5549123150610897,0.15373986501965603,-0.41927105350136434,-1.6265794990642637,-0.9014859855378404,-1.3693779744725845,-1.0269364717818368,-0.964195471947702,-1.0874807510028843,1,1,1,0,1,1,1,0,0,0,0
-0.0898505680996329,-1.3613439800452625,-0.5150445629405039,0.7308999118910369,0.4942622661241361,-1.2047887425170625,-0.9014859855378404,-0.3391471467798179,-0.2184704291626629,-0.964195471947702,-0.12886047273914944,0,1,1,0,0,0,0,0,0,0,0
-0.0898505680996329,-1.3613439800452625,-0.7689326356866448,-3.058281265394985,-0.2603956935664947,0.31365798105286175,-0.9014859855378404,-0.3391471467798179,-0.2184704291626629,0.7226324411630538,-0.3474172404697075,0,1,0,0,0,0,0,0,0,0,0
-0.0898505680996329,0.7345682022016621,-0.823337222703675,0.5301485912401218,0.1765115462543968,1.494672099385025,0.667419601175585,0.6910836809129486,-0.2184704291626629,-0.12078151539232414,-0.4599415169250443,0,1,0,0,0,1,0,0,0,0,0
-0.0898505680996329,0.7345682022016621,-0.7689326356866448,-0.17248103103808096,-0.06180149364790765,0.48237428367174223,0.667419601175585,-0.3391471467798179,-0.2184704291626629,-0.964195471947702,-0.33551563430616227,1,1,0,1,1,1,1,0,0,0,0
-0.0898505680996329,0.7345682022016621,-0.805202360364665,-0.17248103103808096,-0.06180149364790765,-0.3330878456528467,-0.9014859855378404,-0.3391471467798179,0.5899956134565111,-0.964195471947702,0.17408950233291123,1,1,1,0,1,1,1,0,1,0,0
-0.0898505680996329,0.7345682022016621,1.0626884605533715,0.37958510075193547,-0.06180149364790765,1.0166425752981971,0.667419601175585,0.6910836809129486,0.5899956134565111,1.5660463977184318,-0.18079475418007412,1,1,1,1,0,0,0,0,0,0,0
-0.0898505680996329,-1.3613439800452625,-0.6601234616525845,-1.4020828700249357,-2.3654942127035175,0.17306106220379472,-0.9014859855378404,0.6910836809129486,0.5899956134565111,0.7226324411630538,0.5246459020591528,1,1,0,1,0,0,0,0,0,0,1
-0.0898505680996329,0.7345682022016621,0.11967561892484822,-0.44851409693308913,0.9311695059450276,0.9885231915283836,-0.9014859855378404,-0.3391471467798179,-0.2184704291626629,1.5660463977184318,0.30500717013190887,1,1,0,1,1,0,1,0,1,0,0
-0.0898505680996329,0.7345682022016621,0.4823728657050495,-0.17248103103808096,-0.06180149364790765,1.0447619590680104,-0.9014859855378404,-0.3391471467798179,-1.0269364717818368,-0.964195471947702,-0.8938091597961026,1,1,0,0,0,1,1,0,1,0,0
-0.0898505680996329,0.7345682022016621,0.21034993061989854,0.7058059968096725,0.4545434261404187,0.17306106220379472,0.667419601175585,0.6910836809129486,0.5899956134565111,-0.964195471947702,1.7472654443142548,0,0,0,0,1,0,0,1,0,1,0
-0.0898505680996329,-1.3613439800452625,-0.823337222703675,0.053364204694198496,-0.45898989348508173,-0.19249092680377966,-0.9014859855378404,-1.3693779744725845,-0.2184704291626629,2.4094603542738096,-0.8667600548789544,0,0,0,0,0,1,1,1,0,0,0
-0.0898505680996329,-1.3613439800452625,-0.3518308018894134,0.5301485912401218,0.1765115462543968,0.11682229466416788,0.667419601175585,0.6910836809129486,-0.2184704291626629,4.0962882673845655,0.1556961109892504,0,1,1,1,0,0,0,1,0,1,0
-0.0898505680996329,0.7345682022016621,1.4616554320115929,0.479960761077393,0.09707386628696199,-0.16437154303396623,0.667419601175585,3.781776163991248,2.206927698694859,-0.964195471947702,-0.25545028375140333,0,0,0,0,0,0,0,0,0,0,0
-0.0898505680996329,0.7345682022016621,1.2984416709605022,0.8312755722164944,0.6531376260590057,0.7635681213698764,0.667419601175585,3.781776163991248,0.5899956134565111,1.5660463977184318,6.15735151000611,0,1,1,1,1,1,0,0,0,0,0
-0.0898505680996329,-1.3613439800452625,-0.31556107721139326,-0.5739836723399111,-0.10152033363162506,-1.2047887425170625,0.667419601175585,-1.3693779744725845,-0.2184704291626629,-0.964195471947702,-1.1307593188703216,0,0,1,0,0,0,0,0,0,0,0
-0.0898505680996329,0.7345682022016621,-0.823337222703675,-2.004336831977681,0.9311695059450276,-0.5018041482717271,-0.9014859855378404,-0.3391471467798179,0.5899956134565111,-0.964195471947702,-0.4913184786289363,1,0,0,0,0,0,0,0,0,0,0
-0.0898505680996329,-1.3613439800452625,-0.17048217849931277,-0.5739836723399111,-0.10152033363162506,-2.273325325769972,0.667419601175585,-0.3391471467798179,-0.2184704291626629,-0.964195471947702,-0.7174489957362958,0,1,1,0,1,0,0,0,0,0,0
-0.0898505680996329,0.7345682022016621,0.6999912137731702,-0.49870192709581795,0.9311695059450276,-0.2768490781132199,0.667419601175585,0.6910836809129486,0.5899956134565111,-0.964195471947702,0.1286470060721021,0,0,0,1,1,1,0,1,0,1,0
-0.0898505680996329,0.7345682022016621,-0.40623538890644356,-0.44851409693308913,0.9311695059450276,0.31365798105286175,-0.9014859855378404,-0.3391471467798179,-0.2184704291626629,0.7226324411630538,-0.2597781405381471,1,1,0,1,0,0,0,0,1,0,1
-0.0898505680996329,-1.3613439800452625,0.44610314102702936,0.80618165713513,0.6134187860752883,1.4384333318453983,0.667419601175585,0.6910836809129486,-0.2184704291626629,-0.964195471947702,0.08645040240135082,1,0,0,1,1,1,0,1,0,0,0
-0.0898505680996329,0.7345682022016621,0.08340589424682811,0.7058059968096725,0.4545434261404187,1.0447619590680104,0.667419601175585,0.6910836809129486,0.5899956134565111,0.7226324411630538,0.6231046439575726,0,1,0,1,0,0,0,1,0,1,0
-0.0898505680996329,0.7345682022016621,-0.04353814212624234,0.479960761077393,0.09707386628696199,0.9322844239887569,-0.9014859855378404,-0.3391471467798179,-0.2184704291626629,0.7226324411630538,-0.7325964944898989,0,1,0,0,1,0,0,0,1,0,0
-0.0898505680996329,0.7345682022016621,-0.4425051135844637,0.37958510075193547,-0.06180149364790765,-0.3893266131924735,-0.9014859855378404,-1.3693779744725845,-1.0269364717818368,-0.964195471947702,-1.2605950224726332,0,1,1,0,1,0,0,0,0,0,1
-0.0898505680996329,-1.3613439800452625,0.6818563514341601,0.5301485912401218,0.1765115462543968,0.08870291089435448,-0.9014859855378404,-0.3391471467798179,-0.2184704291626629,0.7226324411630538,-0.019582088873870414,0,1,0,1,0,1,0,1,0,0,0
-0.0898505680996329,0.7345682022016621,-0.20675190317733289,0.15373986501965603,-0.41927105350136434,-1.6265794990642637,-0.9014859855378404,-1.3693779744725845,-1.0269364717818368,-0.964195471947702,-0.8981370165828463,0,1,1,0,1,1,0,0,0,0,0
-0.0898505680996329,0.7345682022016621,-0.1523473161603027,0.8312755722164944,0.6531376260590057,0.45425489990192885,0.667419601175585,-0.3391471467798179,-1.0269364717818368,-0.964195471947702,-0.8948911239927886,1,1,0,1,0,0,0,1,0,1,0
-0.0898505680996329,-1.3613439800452625,0.8813398371632708,0.80618165713513,0.6134187860752883,1.1010007266076374,-0.9014859855378404,1.721314508605715,-0.2184704291626629,2.4094603542738096,2.4851650264540597,1,0,1,1,0,0,0,0,0,0,0
-0.0898505680996329,0.7345682022016621,-0.11607759148228258,0.27920944042647794,-0.2206768535827773,-0.36120722942266015,0.667419601175585,-0.3391471467798179,-1.0269364717818368,-0.964195471947702,-0.637383645181537,1,1,0,0,1,0,0,1,1,0,0
-0.0898505680996329,-1.3613439800452625,-0.17048217849931277,-2.732060369337248,-4.986937651628867,1.0447619590680104,-0.9014859855378404,-0.3391471467798179,-0.2184704291626629,0.7226324411630538,-0.23056510722762694,1,1,0,1,0,0,0,0,0,0,1
-0.0898505680996329,-1.3613439800452625,0.04713616956880798,0.5301485912401218,0.1765115462543968,1.4665527156152116,0.667419601175585,0.6910836809129486,-0.2184704291626629,0.7226324411630538,-0.3971875935172603,0,1,0,0,0,1,0,1,0,0,0
-0.0898505680996329,0.7345682022016621,1.0626884605533715,-0.07210537071262342,-0.776740613354821,0.17306106220379472,0.667419601175585,0.6910836809129486,-0.2184704291626629,-0.964195471947702,1.57306920864782,1,1,0,1,0,1,1,0,1,1,0
-0.0898505680996329,0.7345682022016621,0.62745176441713,0.479960761077393,0.772294146010158,-0.2768490781132199,-0.9014859855378404,0.6910836809129486,-0.2184704291626629,0.7226324411630538,0.14812236161244888,1,1,1,1,1,0,0,0,0,0,0
-0.0898505680996329,-1.3613439800452625,0.8994746995022809,0.7308999118910369,0.4942622661241361,0.14494167843398129,2.2363251878890105,0.6910836809129486,-0.2184704291626629,-0.12078151539232414,0.1416305764323333,1,0,0,1,1,0,0,0,0,0,0
-0.0898505680996329,0.7345682022016621,-0.9865509837547656,-0.02191754054989465,-0.6973029333873862,0.3698967485924886,0.667419601175585,-0.3391471467798179,-0.2184704291626629,-0.964195471947702,-0.260860104734833,0,0,1,0,0,0,0,0,0,0,1
-0.0898505680996329,0.7345682022016621,0.935744424180301,0.37958510075193547,-0.06180149364790765,-1.0641918236679955,-0.9014859855378404,-1.3693779744725845,-1.8354025144010109,-0.12078151539232414,-1.0387923621520174,0,0,0,0,0,1,0,0,0,0,0
-0.0898505680996329,-1.3613439800452625,-0.33369593955040333,0.5301485912401218,0.1765115462543968,0.7073293538302495,0.667419601175585,0.6910836809129486,0.5899956134565111,0.7226324411630538,0.7442846339863968,0,1,0,1,0,0,0,1,0,0,0
-0.0898505680996329,-1.3613439800452625,1.5704646060456533,0.7308999118910369,0.4942622661241361,-0.47368476450191377,-0.9014859855378404,0.6910836809129486,0.5899956134565111,0.7226324411630538,0.14054861223564735,1,0,1,1,1,0,1,0,0,0,0
-0.0898505680996329,0.7345682022016621,-0.025403279787232273,-0.17248103103808096,-0.06180149364790765,0.9604038077585703,0.667419601175585,0.6910836809129486,-0.2184704291626629,-0.12078151539232414,-0.40908919968080554,1,1,0,1,1,1,1,0,0,0,0
-0.0898505680996329,0.7345682022016621,0.24661965529791866,0.27920944042647794,-0.2206768535827773,1.0166425752981971,-0.9014859855378404,1.721314508605715,0.5899956134565111,0.7226324411630538,1.5103152852400359,1,1,0,1,1,0,0,0,1,0,0
-0.0898505680996329,0.7345682022016621,-0.6419885993135744,0.5803364214028506,0.6531376260590057,0.28553859728304837,0.667419601175585,0.6910836809129486,-1.0269364717818368,0.7226324411630538,-0.7737111339639643,1,1,0,0,1,0,0,0,0,0,0
-0.0898505680996329,0.7345682022016621,0.2284847929589086,-0.373232351688996,-1.0944913332245603,-0.36120722942266015,-0.9014859855378404,-1.3693779744725845,-1.0269364717818368,-0.964195471947702,-1.2238082397853116,0,0,0,0,1,0,0,0,0,0,0
-0.0898505680996329,-1.3613439800452625,-0.22488676551634296,-2.9579056050695276,-2.3654942127035175,1.494672099385025,-0.9014859855378404,-0.3391471467798179,-1.0269364717818368,-0.12078151539232414,-0.5876132921339842,1,1,0,0,0,0,0,0,0,0,0
-0.0898505680996329,-1.3613439800452625,-0.7870674980256549,-2.732060369337248,-4.986937651628867,0.5104936674415557,-0.9014859855378404,-0.3391471467798179,-0.2184704291626629,0.7226324411630538,-0.449121874958185,0,1,0,1,1,0,0,0,0,0,0
-0.0898505680996329,-1.3613439800452625,-0.6963931863306045,0.80618165713513,0.6134187860752883,0.5948518187509959,0.667419601175585,0.6910836809129486,0.5899956134565111,0.7226324411630538,0.44890840829113765,1,0,1,0,0,0,0,0,0,0,0
-0.0898505680996329,-1.3613439800452625,1.1352279099094118,0.7058059968096725,0.4545434261404187,0.28553859728304837,-0.9014859855378404,-0.3391471467798179,-0.2184704291626629,-0.964195471947702,-0.47617097987533324,0,0,0,0,0,0,0,1,0,1,0
-0.0898505680996329,0.7345682022016621,1.516060019028623,0.5803364214028506,0.6531376260590057,-1.2891468938265027,0.667419601175585,0.6910836809129486,0.5899956134565111,0.7226324411630538,0.43376090953753466,1,0,1,1,0,0,0,0,0,0,0
-0.0898505680996329,0.7345682022016621,-0.6238537369745644,0.8312755722164944,0.6531376260590057,1.0447619590680104,0.667419601175585,0.6910836809129486,-0.2184704291626629,-0.964195471947702,-0.17538493319664447,1,0,0,0,0,1,0,1,0,1,0
-0.0898505680996329,0.7345682022016621,2.495342585335166,0.1788337801010204,-0.37955221351764695,-1.9077733367623977,0.667419601175585,3.781776163991248,7.057723954409902,-0.964195471947702,3.968537940110471,0,1,1,0,0,1,0,0,1,0,0
-0.0898505680996329,0.7345682022016621,-0.31556107721139326,-0.17248103103808096,-0.06180149364790765,1.0447619590680104,-0.9014859855378404,-0.3391471467798179,-0.2184704291626629,-0.964195471947702,-0.6330557883947933,1,0,0,0,0,0,0,1,1,1,0
-0.0898505680996329,0.7345682022016621,0.17408020594187842,0.5552425063214862,0.3353869061892665,-1.0641918236679955,0.667419601175585,-0.3391471467798179,0.5899956134565111,-0.964195471947702,0.06372915427094626,0,0,1,0,0,0,0,0,0,0,0
-0.0898505680996329,0.7345682022016621,-0.5150445629405039,0.8312755722164944,0.6531376260590057,0.87604565644913,0.667419601175585,0.6910836809129486,-0.2184704291626629,0.7226324411630538,0.4846132267817734,1,1,0,1,1,1,0,0,1,0,0
-0.0898505680996329,0.7345682022016621,1.6248691930626835,-0.17248103103808096,-0.06180149364790765,1.1853588779170776,-0.9014859855378404,0.6910836809129486,-0.2184704291626629,0.7226324411630538,-0.2002701097204209,1,1,0,0,1,1,1,1,0,1,0
-0.0898505680996329,-1.3613439800452625,-0.6782583239915945,0.1788337801010204,-0.37955221351764695,-1.2610275100566892,0.667419601175585,-1.3693779744725845,-1.0269364717818368,-0.964195471947702,5.458402638946998,0,1,1,0,0,1,0,0,0,0,0
-0.0898505680996329,-1.3613439800452625,-0.07980786680426245,0.605430336484215,0.9311695059450276,-1.7671764179133307,0.667419601175585,-0.3391471467798179,1.398461656075685,0.7226324411630538,0.36884305773637877,0,1,1,1,1,0,0,0,0,0,0
-0.0898505680996329,0.7345682022016621,-0.09794272914327252,-2.9579056050695276,0.772294146010158,1.494672099385025,0.667419601175585,0.6910836809129486,-0.2184704291626629,0.7226324411630538,-0.3008927800122125,1,1,1,0,0,0,0,0,0,0,0
-0.0898505680996329,0.7345682022016621,-0.47877483826248385,0.27920944042647794,-0.2206768535827773,0.7354487376000629,-0.9014859855378404,-0.3391471467798179,-0.2184704291626629,0.7226324411630538,-0.3593188466332527,1,1,0,0,1,0,0,0,1,0,0
-0.0898505680996329,-1.3613439800452625,0.4279682786880193,0.605430336484215,0.9311695059450276,0.9604038077585703,-0.9014859855378404,-1.3693779744725845,-1.0269364717818368,-0.12078151539232414,-0.8916452314027308,1,1,0,0,0,0,0,0,0,0,1
-0.0898505680996329,0.7345682022016621,-0.3518308018894134,0.5552425063214862,0.3353869061892665,0.5667324349811825,0.667419601175585,1.721314508605715,0.5899956134565111,-0.964195471947702,1.6996590196600738,0,0,1,0,0,0,0,0,0,0,1
-0.0898505680996329,0.7345682022016621,-0.7689326356866448,0.479960761077393,0.772294146010158,0.7635681213698764,-0.9014859855378404,0.6910836809129486,-0.2184704291626629,2.4094603542738096,1.7699866924446592,1,1,1,1,0,0,0,0,0,0,0
-0.0898505680996329,-1.3613439800452625,-0.07980786680426245,0.605430336484215,0.9311695059450276,-1.7671764179133307,-0.9014859855378404,-0.3391471467798179,1.398461656075685,0.7226324411630538,0.36884305773637877,0,1,1,1,1,0,0,0,0,0,0
-0.0898505680996329,-1.3613439800452625,1.7699480917747639,0.80618165713513,0.6134187860752883,0.14494167843398129,-0.9014859855378404,0.6910836809129486,-0.2184704291626629,-0.12078151539232414,0.5149082242889794,1,0,1,0,0,0,0,0,0,0,0
-0.0898505680996329,0.7345682022016621,1.0808233228923816,0.5552425063214862,0.3353869061892665,-2.470161012158666,-0.9014859855378404,-0.3391471467798179,0.5899956134565111,0.7226324411630538,0.10917165053175537,0,0,1,0,0,0,0,0,0,0,0
-0.0898505680996329,0.7345682022016621,-0.07980786680426245,-0.17248103103808096,-0.06180149364790765,0.3698967485924886,0.667419601175585,0.6910836809129486,-0.2184704291626629,-0.964195471947702,0.016122729616765308,1,1,0,1,1,0,1,0,1,0,0
-0.0898505680996329,0.7345682022016621,-0.7326629110086247,0.1788337801010204,-0.37955221351764695,-1.1485499749774357,0.667419601175585,-0.3391471467798179,0.5899956134565111,0.7226324411630538,0.8319237339179573,0,0,1,0,0,0,0,0,0,0,0
-0.0898505680996329,0.7345682022016621,-0.7145280486696146,0.7308999118910369,0.4942622661241361,0.87604565644913,2.2363251878890105,0.6910836809129486,-0.2184704291626629,-0.964195471947702,-0.28682724545529537,1,0,0,0,0,1,0,0,1,0,0
-0.0898505680996329,0.7345682022016621,0.11967561892484822,0.1788337801010204,-0.37955221351764695,-0.3049684618830333,-0.9014859855378404,-0.3391471467798179,2.206927698694859,-0.964195471947702,1.212775131151405,0,1,1,0,0,0,0,0,0,0,0
-0.0898505680996329,0.7345682022016621,-0.7145280486696146,-0.49870192709581795,0.9311695059450276,-0.6424010671207943,-0.9014859855378404,-1.3693779744725845,-1.0269364717818368,-0.964195471947702,-1.1924312780814195,0,1,0,0,1,0,0,0,0,0,1
-0.0898505680996329,0.7345682022016621,-0.6419885993135744,0.5803364214028506,0.6531376260590057,0.28553859728304837,0.667419601175585,0.6910836809129486,-1.0269364717818368,0.7226324411630538,-0.7737111339639643,1,1,0,0,1,0,0,0,0,0,0
-0.0898505680996329,0.7345682022016621,-0.4606399759234738,0.605430336484215,0.8914506659613102,0.11682229466416788,-0.9014859855378404,-1.3693779744725845,-1.0269364717818368,0.7226324411630538,-0.8797436252391855,1,0,0,1,1,1,1,0,1,0,0
-0.0898505680996329,0.7345682022016621,-0.6057188746355543,0.27920944042647794,-0.2206768535827773,1.1572394941472641,-0.9014859855378404,0.6910836809129486,-0.2184704291626629,0.7226324411630538,0.6880224957587284,1,1,0,1,1,0,0,0,0,0,0
-0.0898505680996329,-1.3613439800452625,-0.7689326356866448,-0.12229320087535218,-0.2603956935664947,0.7916875051396898,-0.9014859855378404,0.6910836809129486,0.5899956134565111,0.7226324411630538,0.271466280034645,0,0,0,0,0,0,0,0,0,0,0
-0.0898505680996329,-1.3613439800452625,-0.2611564901943631,0.479960761077393,0.09707386628696199,-1.0641918236679955,2.2363251878890105,-0.3391471467798179,-0.2184704291626629,-0.12078151539232414,-0.4988922280057378,0,1,1,1,1,0,0,0,0,0,1
-0.0898505680996329,-1.3613439800452625,-0.6782583239915945,-0.12229320087535218,-0.2603956935664947,-0.3330878456528467,-0.9014859855378404,-0.3391471467798179,1.398461656075685,-0.964195471947702,0.2920235997716777,0,1,0,0,0,0,0,0,0,0,0
-0.0898505680996329,0.7345682022016621,1.8787572658088243,-2.9077177749067986,0.9311695059450276,0.8198068889095032,-0.9014859855378404,-0.3391471467798179,-0.2184704291626629,-0.964195471947702,-0.7239407809164115,1,0,0,0,0,1,0,0,1,0,0
-0.0898505680996329,0.7345682022016621,-0.6057188746355543,0.5803364214028506,0.6531376260590057,-0.5018041482717271,-0.9014859855378404,0.6910836809129486,0.5899956134565111,0.7226324411630538,1.5330365333704405,1,0,1,1,0,0,0,0,0,0,0
-0.0898505680996329,0.7345682022016621,-0.11607759148228258,0.27920944042647794,-0.2206768535827773,-0.36120722942266015,0.667419601175585,-0.3391471467798179,-1.0269364717818368,-0.964195471947702,-0.637383645181537,1,1,0,0,1,0,0,1,1,0,0
-0.0898505680996329,0.7345682022016621,0.5730471774000998,0.8312755722164944,0.6531376260590057,0.9885231915283836,0.667419601175585,2.7515453362984816,0.5899956134565111,1.5660463977184318,2.7675576817890875,1,1,0,1,1,0,1,0,0,0,0
